#;Start date;Start time;Completion date;Completion time;Duration;Status;How many years of professional experience do you have in software development or a technically related field?;Which role best describes your current position?;What type of organization do you work for?;What industry do you primarily work in?;Do you work in an environment with industry-specific compliance or regulatory requirements?;How strongly do regulatory requirements influence your willingness to use Agentic AI in software development?;How would you describe your experience with AI-assisted software development?;Which AI-powered development tools have you already tried? (multiple select) - GitHub Copilot;Which AI-powered development tools have you already tried? (multiple select) - Cursor;Which AI-powered development tools have you already tried? (multiple select) - OpenAI Codex;Which AI-powered development tools have you already tried? (multiple select) - Claude Code;Which AI-powered development tools have you already tried? (multiple select) - Windsurf;Which AI-powered development tools have you already tried? (multiple select) - Google Gemini CLI / Antigravity;Which AI-powered development tools have you already tried? (multiple select) - Devin;Which AI-powered development tools have you already tried? (multiple select) - Lovable;Which AI-powered development tools have you already tried? (multiple select) - Amazon Q Developer;How would you rate your ability to assess the potential of AI tools across SDLC phases?;Content block;Phase 1: Requirements Analysis & Planning;Phase 2: System Design / Architecture;Phase 3: Coding  / Implementation);Phase 4: Testing & Quality Assurance;Phase 5: Deployment & Integration;Phase 6: Maintenance & Operations;What do you see as the biggest challenges when using Agentic AI in software development?;How would you describe your typical interaction with AI development tools?;How often do you need to correct or rework AI-generated results?;What strategies do you use to ensure the quality of AI-generated code? - Manual code reviews;What strategies do you use to ensure the quality of AI-generated code? - Automated tests (unit, integration, E2E);What strategies do you use to ensure the quality of AI-generated code? - Static code analysis / linting;What strategies do you use to ensure the quality of AI-generated code? - Optimizing prompts through iteration and examples;What strategies do you use to ensure the quality of AI-generated code? - Providing architecture specs / context files to the AI;What strategies do you use to ensure the quality of AI-generated code? - Pair-programming mode with AI;What strategies do you use to ensure the quality of AI-generated code? - Cross-checking results with a second AI tool;To what extent do you agree with the following statement: "Agentic AI will fundamentally change how software is developed within the next 3 years.";Thinking about your own work: How has the use of AI tools changed your productivity?
"36";"02/12/2026";"03:08 AM";"02/12/2026";"03:13 AM";"5m 43s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"5";"4";"3";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"0";"1";"0";"0";"0";"9";"9"
"37";"02/12/2026";"02:09 AM";"02/12/2026";"02:13 AM";"3m 32s";"Completed";"> 10 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"1";"0";"I have hands-on experience and can assess from practice";"—";"5";"4";"4";"5";"3";"4";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"0";"0";"1";"1";"1";"1";"8";"7"
"38";"02/11/2026";"11:09 PM";"—";"—";"—";"Incomplete";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Health / Public Service";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"39";"02/11/2026";"09:52 PM";"02/11/2026";"09:58 PM";"5m 26s";"Completed";"> 10 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"1";"0";"1";"0";"1";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"3";"4";"4";"5";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Frequently (60–80%)";"1";"1";"1";"1";"1";"1";"1";"9";"3"
"40";"02/11/2026";"06:14 PM";"02/11/2026";"06:20 PM";"5m 55s";"Completed";"< 2 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"2";"2";"4";"4";"2";"4";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Delegative – I describe a goal and let the AI work largely autonomously";"About half the time (30–60%)";"0";"0";"0";"0";"0";"0";"0";"9";"3"
"41";"02/11/2026";"06:02 PM";"02/11/2026";"06:05 PM";"3m 5s";"Completed";"< 2 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"4";"4";"4";"4";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"—";"0";"0";"0";"0";"0";"0";"0";"8";"8"
"42";"02/11/2026";"04:54 PM";"02/11/2026";"04:58 PM";"3m 53s";"Completed";"6–10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"2";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"1";"1";"1";"1";"1";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"3";"5";"4";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"1";"0";"0";"0";"0";"1";"0";"10";"10"
"43";"02/11/2026";"04:34 PM";"—";"—";"—";"Incomplete";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"44";"02/11/2026";"03:53 PM";"02/11/2026";"03:56 PM";"3m 1s";"Completed";"2–5 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Aerospace & Defense";"Yes";"3";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"3";"3";"3";"3";"3";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"1";"0";"0";"0";"0";"0";"0";"9";"6"
"45";"02/11/2026";"03:47 PM";"—";"—";"—";"Incomplete";"> 10 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"2";"2";"3";"2";"3";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"0";"0";"0";"0";"0";"0";"0";"8";"—"
"46";"02/11/2026";"03:36 PM";"—";"—";"—";"Incomplete";"6–10 years";"Scrum Master / Agile Coach";"Large enterprise (> 250 employees)";"__other__";"Yes";"3";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"47";"02/11/2026";"03:26 PM";"02/11/2026";"03:30 PM";"3m 44s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"4";"5";"3";"5";"Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"1";"0";"0";"0";"9";"7"
"48";"02/11/2026";"03:24 PM";"—";"—";"—";"Incomplete";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"49";"02/11/2026";"02:29 PM";"02/11/2026";"02:34 PM";"4m 41s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"5";"5";"5";"4";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Almost always (> 80%)";"1";"1";"0";"1";"1";"0";"0";"10";"8"
"50";"02/11/2026";"02:28 PM";"—";"—";"—";"Incomplete";"< 2 years";"Security Engineer";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"51";"02/11/2026";"02:11 PM";"—";"—";"—";"Incomplete";"< 2 years";"UX/UI Designer / Researcher";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"1";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"5";"5";"3";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"52";"02/11/2026";"02:02 PM";"02/11/2026";"02:07 PM";"4m 56s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"__other__";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"5";"5";"5";"2";"5";"Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"1";"1";"1";"0";"1";"10";"10"
"53";"02/11/2026";"01:52 PM";"02/11/2026";"01:56 PM";"3m 26s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"2";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"5";"5";"5";"4";"5";"Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"1";"0";"0";"0";"0";"10";"8"
"54";"02/11/2026";"01:43 PM";"02/11/2026";"01:52 PM";"8m 28s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"2";"3";"4";"4";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"0";"0";"0";"1";"0";"9";"7"
"55";"02/11/2026";"01:17 PM";"02/11/2026";"01:21 PM";"3m 34s";"Completed";"> 10 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"1";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"2";"5";"5";"4";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"1";"1";"0";"0";"1";"0";"10";"6"
"56";"02/11/2026";"01:08 PM";"—";"—";"—";"Incomplete";"6–10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Not sure";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"57";"02/11/2026";"01:03 PM";"02/11/2026";"01:08 PM";"4m 39s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"2";"3";"4";"1";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction)";"Delegative – I describe a goal and let the AI work largely autonomously";"Almost always (> 80%)";"1";"1";"1";"1";"1";"0";"1";"6";"2"
"58";"02/11/2026";"12:56 PM";"02/11/2026";"01:07 PM";"10m 32s";"Completed";"2–5 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"__other__";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"0";"0";"0";"0";"0";"1";"I have hands-on experience and can assess from practice";"—";"3";"3";"5";"3";"3";"3";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"0";"1";"1";"1";"1";"10";"10"
"59";"02/11/2026";"12:35 PM";"02/11/2026";"12:39 PM";"3m 56s";"Completed";"< 2 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I have tried AI tools but don’t use them regularly";"1";"0";"1";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"4";"4";"3";"3";"3";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"1";"0";"0";"1";"0";"0";"1";"8";"6"
"60";"02/11/2026";"12:20 PM";"02/11/2026";"12:23 PM";"2m 57s";"Completed";"> 10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"__other__";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"3";"4";"2";"2";"1";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"0";"0";"1";"1";"1";"0";"0";"10";"8"
"61";"02/11/2026";"11:43 AM";"02/11/2026";"11:46 AM";"2m 45s";"Completed";"2–5 years";"Solution Architect / Sales";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"4";"2";"2";"3";"4";"Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Frequently (60–80%)";"1";"0";"1";"1";"0";"1";"1";"5";"9"
